1-Wire/iButton Part Number: DS1923
1-Wire/iButton Registration Number: 650000005F2A7041
Mission in Progress?  true
SUTA Mission?  false
Waiting for Temperature Alarm?  false
Sample Rate:  Every 120 second(s)
Mission Start Time:  Thu Mar 24 14:20:01 CDT 2022
Mission Sample Count:  7872
Roll Over Enabled?  true(no rollover occurred)
First Sample Timestamp:  Thu Mar 24 14:20:01 CDT 2022
Total Mission Samples:  7872
Total Device Samples:  185958
Temperature Logging:  0.5 C
Temperature High Alarm:  disabled
Temperature Low Alarm:  disabled
Data Logging:  disabled
Data High Alarm:  disabled
Data Low Alarm:  disabled

Date/Time,Unit,Value
3/24/22 2:20:01 PM,C,19.094
3/24/22 2:22:01 PM,C,19.094
3/24/22 2:24:01 PM,C,19.094
3/24/22 2:26:01 PM,C,19.094
3/24/22 2:28:01 PM,C,19.094
3/24/22 2:30:01 PM,C,19.094
3/24/22 2:32:01 PM,C,19.094
3/24/22 2:34:01 PM,C,19.094
3/24/22 2:36:01 PM,C,19.094
3/24/22 2:38:01 PM,C,19.094
3/24/22 2:40:01 PM,C,19.094
3/24/22 2:42:01 PM,C,19.094
3/24/22 2:44:01 PM,C,19.094
3/24/22 2:46:01 PM,C,19.094
3/24/22 2:48:01 PM,C,19.094
3/24/22 2:50:01 PM,C,19.094
3/24/22 2:52:01 PM,C,19.094
3/24/22 2:54:01 PM,C,19.094
3/24/22 2:56:01 PM,C,19.094
3/24/22 2:58:01 PM,C,19.094
3/24/22 3:00:01 PM,C,19.094
3/24/22 3:02:01 PM,C,19.094
3/24/22 3:04:01 PM,C,19.094
3/24/22 3:06:01 PM,C,19.094
3/24/22 3:08:01 PM,C,19.094
3/24/22 3:10:01 PM,C,19.094
3/24/22 3:12:01 PM,C,19.094
3/24/22 3:14:01 PM,C,19.094
3/24/22 3:16:01 PM,C,19.094
3/24/22 3:18:01 PM,C,19.094
3/24/22 3:20:01 PM,C,19.094
3/24/22 3:22:01 PM,C,18.594
3/24/22 3:24:01 PM,C,18.594
3/24/22 3:26:01 PM,C,18.594
3/24/22 3:28:01 PM,C,18.594
3/24/22 3:30:01 PM,C,18.594
3/24/22 3:32:01 PM,C,18.594
3/24/22 3:34:01 PM,C,18.594
